transaction_id,customer_id,branch_id,item_id,amount,payment_method,transaction_date,dining_option
c7051dea-650e-413d-a49f-25e4cb90d82b,12969c56-7134-4c52-a04b-52a2251c87b9,abe0a116-a5ae-460f-b533-f8f0f77e05da,8cca0078-a623-4995-bc19-3d4aef44d7a1,46680.45,Debit Card,2024-09-04,Take-out
8c5e1d5d-2a22-4127-a28f-ed128ff0ea52,bfa32c72-4028-404a-bb65-becf145af759,5f9ed62b-0fbe-497b-a014-223ec20e4655,0a05fc9c-16de-4ae1-b9c1-c6ba1fb01009,20458.44,Cash,2024-08-24,Take-out
34213f7e-71ef-4796-9e20-4d4abf8b22b2,5c43601e-f609-4c2c-bf16-3e773570511d,babf3c19-c39d-4037-9d9b-79b596d539b4,d0d9f786-f3eb-4f10-a3e1-7a6a2543c8ac,22969.15,Debit Card,2024-07-13,Online
2c67708d-ca40-41f0-b0ef-a5c21d80d458,f0ef3525-9303-4db5-b5da-39222555ff3b,347a3a9d-c367-4763-8de0-880a913c387d,2c986b19-b333-43c0-afea-4e81225395d9,14391.72,Debit Card,2024-08-13,Online
b65a1bf3-496d-4aa0-9f8b-59a1b733d6f6,9febe1ce-1a5c-4c6e-8107-160d07d8cadb,649e845e-3fbd-4c6b-87f3-ca4d574220d8,7613f8df-e6f9-4dac-85f5-7c487678116c,43381.17,Cash,2024-07-08,Dine-in
6a7df7ca-1195-4a63-96e5-8d9ef7eb9863,4ca4a97e-b7b1-4bc8-a91e-cb55172c6163,3049a45b-fe40-43c4-adf6-c1a36102bbc5,060fd081-45d6-4f31-ab99-f82f7bc34b13,24519.18,Online,2024-06-01,Online
d10d6c02-31a3-46a4-992f-39f7a791699c,fd172abe-706b-4561-9bbf-893e634b1ab3,babf3c19-c39d-4037-9d9b-79b596d539b4,92f4b61d-ea43-4f34-9512-5081b0155745,13518.27,Debit Card,2024-02-11,Online
709eab63-1673-472f-84e5-9e8d26b59f8e,c2365d37-ab03-498c-972a-a6c688dc2028,378d22bb-0a16-4f22-8cd3-082ea35cd663,8cca0078-a623-4995-bc19-3d4aef44d7a1,9313.05,Debit Card,2024-01-24,Take-out
32c4fc2d-4f55-4804-a232-43ed605e574d,7226246e-f821-4626-ba6e-cb8274d48657,a0ed89bd-52cc-4b02-926f-54b2f43bcdef,4048b46d-9d20-4dac-8568-db4c0d1533c5,15168.25,Debit Card,2024-02-08,Online
20628042-efd2-4b65-98e6-15bde95e04fd,6b7ab577-3cff-4250-a00c-d74344d56b41,39ccac95-b819-438a-a68e-bdab0fde1af1,e6deb1bf-5171-47ea-9e8d-6952abf657cd,25119.69,Cash,2024-02-10,Online
2fd73bdb-49bc-4118-91b9-d8f48454239a,2e8c6d3b-0110-46a3-8683-ca44a72e11b5,a0ed89bd-52cc-4b02-926f-54b2f43bcdef,2c986b19-b333-43c0-afea-4e81225395d9,34570.47,Debit Card,2024-01-01,Take-out
dd1cfe2d-d931-4010-b6cc-301afe6f86d9,f1e4d634-d142-4610-9fe6-dc21d4efd68b,347a3a9d-c367-4763-8de0-880a913c387d,e6deb1bf-5171-47ea-9e8d-6952abf657cd,19967.4,Online,2024-01-23,Dine-in
3fd54a2b-4d08-442c-8a37-689be73ff3ad,06bb0f13-dc31-4ed6-b363-5e5a43069356,347a3a9d-c367-4763-8de0-880a913c387d,491fbf4e-fddc-475d-a05f-f17ded9cb70b,5012.98,Debit Card,2024-02-11,Online
166b8514-d7bf-4cc4-8ff1-df6408c4db30,13a4b4dd-7ace-4bfa-aac9-1f191db1f261,378d22bb-0a16-4f22-8cd3-082ea35cd663,1e0bcc12-63cd-461b-85ff-d03947a960f0,14339.42,Debit Card,2024-07-03,Take-out
b8cc0f67-6cdc-4aaf-ba3a-20d33afa502c,74b489ac-4f39-4262-a8d6-66d5b4eebac2,649e845e-3fbd-4c6b-87f3-ca4d574220d8,496e02f7-ceb5-438a-91bb-fa01acd27f17,15984.7,Online,2024-03-09,Dine-in
4a00459a-741e-4738-b293-1febfc333fd1,1a27ee51-b7b5-4949-9cb5-debf1d841c16,babf3c19-c39d-4037-9d9b-79b596d539b4,313e8e81-2828-4405-bafc-34250209ba18,34981.31,Online,2024-05-01,Dine-in
f73c9f3a-34b8-4ed5-bf93-04eed5281f76,7883cd07-ba0d-4dd6-aff5-85ea0757b8aa,649e845e-3fbd-4c6b-87f3-ca4d574220d8,bd5961bf-19fb-4260-b34b-bb97fe4747ee,18139.95,Debit Card,2024-03-07,Online
59c3e580-3839-4995-8eea-b3e82046fbc3,cc3bbb2e-4624-46b1-9cf0-c234f676e66a,347a3a9d-c367-4763-8de0-880a913c387d,3bc02c19-df8c-4ea1-b0ad-6c38594c5b93,21166.74,Debit Card,2024-05-13,Dine-in
5b0201bb-41cd-42fe-a65c-4b98d8ff0f89,e96f60d8-6cd2-4379-b696-ae52a0252948,5f9ed62b-0fbe-497b-a014-223ec20e4655,4d4e594e-dfe5-466f-9e3a-2ceb0cfe54a9,17296.99,Online,2024-03-16,Online
99b6b93e-1552-4c05-9dce-c7ebd9692afd,17b02fb0-86be-4088-8052-8fc1591cee55,378d22bb-0a16-4f22-8cd3-082ea35cd663,a6d9f276-b62b-47f5-ae86-b501adfd795e,36548.42,Cash,2024-02-04,Online
6fb02e65-fa11-4eb6-a812-cbcb2742b2b7,f1127127-eb34-4d68-9afe-8c14b5c8cc3c,39ccac95-b819-438a-a68e-bdab0fde1af1,a6d9f276-b62b-47f5-ae86-b501adfd795e,13103.33,Online,2024-01-12,Take-out
4fdd24ff-f667-4a6c-85c8-fdae872a7e55,8c00fcdb-0c20-4c06-98f5-692a468b04cb,5ba49369-5f20-4561-9ceb-c9e2b93eb1c0,313e8e81-2828-4405-bafc-34250209ba18,19728.27,Online,2024-02-04,Take-out
b7c669cb-4037-4ed7-959d-207f7a91931f,1b2e097b-b3d1-4338-bfaf-17060e685a40,abe0a116-a5ae-460f-b533-f8f0f77e05da,57db85a0-8936-431a-ad11-93a44dd0345f,41421.73,Online,2024-01-08,Take-out
35983b19-74a2-4edd-988b-e7e91513edc4,70171e44-4aa2-4ff0-b0c1-f24606a85c3c,a0ed89bd-52cc-4b02-926f-54b2f43bcdef,f12f981b-cc01-498a-a175-04c85e7b4633,20823.3,Debit Card,2024-03-08,Dine-in
2deda704-3c67-4569-baae-375244c8311c,da13c84f-af49-4908-8838-4fa42f185c78,39ccac95-b819-438a-a68e-bdab0fde1af1,ec37bf77-d24d-46f0-9c9f-03b2fa387c88,12761.74,Debit Card,2024-03-31,Online
0d1e7c79-a8ea-4213-929b-60251ee2e02d,98ec450e-538c-440c-908d-c426082f8431,abe0a116-a5ae-460f-b533-f8f0f77e05da,4d4e594e-dfe5-466f-9e3a-2ceb0cfe54a9,43645.45,Debit Card,2024-06-30,Take-out
19ed42ee-68d7-4076-8e9e-74e2e44e1a31,6f488522-dcef-4434-a166-3598e58eb4d2,5ba49369-5f20-4561-9ceb-c9e2b93eb1c0,190f2e6b-ae62-4564-88ef-b4f63b4201de,19430.97,Debit Card,2024-06-07,Dine-in
a49b5cb9-54f4-4bad-8a3e-ae3277d77fbc,8b271223-068d-4b43-b502-77bb764cd30d,5f9ed62b-0fbe-497b-a014-223ec20e4655,b9c8cbb6-f6aa-420f-90e0-21f6f277a1c8,49984.89,Debit Card,2024-07-23,Online
8b5eedbc-fa97-4ccc-a238-7ee02b8fb8a3,dcf33b77-ce1d-449c-9b1f-d7aa973e50d5,a0ed89bd-52cc-4b02-926f-54b2f43bcdef,92f4b61d-ea43-4f34-9512-5081b0155745,3467.81,Cash,2024-08-08,Take-out
97043d29-958c-477a-9261-003449dee280,af57fa56-f148-4979-a1b9-1a7ecfcdf4a9,3049a45b-fe40-43c4-adf6-c1a36102bbc5,a6f69db0-e249-4833-b0a1-8598a2a5a20f,19299.9,Debit Card,2024-03-18,Dine-in
8f7d6cbb-5d7c-403d-a9e3-b29e1536b43d,9dbdd4bf-5f4f-498c-a7af-ebbe58542887,5ba49369-5f20-4561-9ceb-c9e2b93eb1c0,190f2e6b-ae62-4564-88ef-b4f63b4201de,13264.39,Online,2024-06-16,Online
a4004e03-2fed-498e-ae81-b27da7bdc2c1,6a25a773-a7e1-48c8-a649-a212b1b7158d,babf3c19-c39d-4037-9d9b-79b596d539b4,99bf5f91-060e-467d-83a5-f09e226a00cf,6147.98,Cash,2024-06-21,Online
7099a15d-db2a-40f4-bdc2-9e5e5ef9f2e8,b88ce4c6-bfb7-4e62-8db2-aa934fdb0856,347a3a9d-c367-4763-8de0-880a913c387d,99bf5f91-060e-467d-83a5-f09e226a00cf,34638.02,Debit Card,2024-02-20,Dine-in
ea3387ed-f825-42ef-9025-4d9d1c737189,3900cab3-5507-4b1f-8c8e-64ab4440bf9c,babf3c19-c39d-4037-9d9b-79b596d539b4,32ae38a2-1cd7-463f-ae06-27b08b775a6e,30347.56,Online,2024-07-30,Online
479449fe-47d9-486d-86ba-05eb95d35fc1,7857a7fa-7074-42c1-9de0-fb581679fc70,babf3c19-c39d-4037-9d9b-79b596d539b4,32ae38a2-1cd7-463f-ae06-27b08b775a6e,41919.95,Debit Card,2024-08-19,Take-out
ba490de6-d7b5-4b51-b02b-6a31da59d18a,91845fff-430a-4176-8c0c-efad80b44bd9,3049a45b-fe40-43c4-adf6-c1a36102bbc5,bd5961bf-19fb-4260-b34b-bb97fe4747ee,44788.43,Cash,2024-02-01,Take-out
ed6c700c-8bc4-41f5-a8b3-6d1797156a88,a9ab8018-026b-481d-85f5-9023384ce297,5ba49369-5f20-4561-9ceb-c9e2b93eb1c0,7613f8df-e6f9-4dac-85f5-7c487678116c,5344.94,Online,2024-07-04,Online
e1b0cac9-5ef9-4911-9731-7c7def6c151e,4dbcf133-a00f-4fe2-a54f-a3db4ff32111,a0ed89bd-52cc-4b02-926f-54b2f43bcdef,41af2d58-9866-47e0-b17b-72dcd08026ea,6881.45,Cash,2024-08-10,Dine-in
9e2f523b-1589-4e3c-a083-3aa086911cbc,f4b08fc3-5b2a-40b4-9173-0a72c19565ee,347a3a9d-c367-4763-8de0-880a913c387d,ca064b82-7d49-4d86-891d-86d70a9d6ee0,46947.29,Debit Card,2024-05-08,Dine-in
bff0e0f0-feba-44b6-bd61-d26a0c760423,70171e44-4aa2-4ff0-b0c1-f24606a85c3c,babf3c19-c39d-4037-9d9b-79b596d539b4,190f2e6b-ae62-4564-88ef-b4f63b4201de,8207.71,Online,2024-08-16,Online
2248c723-6087-4d94-9c57-c166568dcd63,5c43601e-f609-4c2c-bf16-3e773570511d,abe0a116-a5ae-460f-b533-f8f0f77e05da,8cca0078-a623-4995-bc19-3d4aef44d7a1,23756.46,Online,2024-01-15,Online
fbe4ee0b-0ce1-4ddb-99d3-cfcc81defcae,be64354e-5dbd-4bb0-a625-45b25cb8777d,649e845e-3fbd-4c6b-87f3-ca4d574220d8,491fbf4e-fddc-475d-a05f-f17ded9cb70b,36150.11,Cash,2024-01-28,Dine-in
e11f19be-8fdd-4daa-a302-5bb744543b66,8cff7a9f-8633-499c-a600-fb883058b6f4,a0ed89bd-52cc-4b02-926f-54b2f43bcdef,060fd081-45d6-4f31-ab99-f82f7bc34b13,45791.47,Cash,2024-04-09,Online
daabb0f7-b714-4342-a2da-576c03c66b7f,5079a505-dba2-4517-a17a-8bc3d446a6c3,649e845e-3fbd-4c6b-87f3-ca4d574220d8,d305cd75-7538-4c9f-943d-8caa478f6b7f,3544.38,Online,2024-03-24,Take-out
66ac8521-0077-4343-b28a-5fc87e977dac,c0c8f6ad-42f2-4c3a-9f0d-a82009c18d13,347a3a9d-c367-4763-8de0-880a913c387d,4c97dbae-3d1e-4fa9-923f-580bac28ff35,32862.08,Online,2024-05-15,Take-out
8dc8206f-145a-4b55-8639-d0e0fc8be10b,ffde4f8b-c89d-417c-8f97-6f0ba93398fd,378d22bb-0a16-4f22-8cd3-082ea35cd663,5379fde9-c991-4826-bd6b-139f7701e85e,17665.28,Cash,2024-07-14,Take-out
68568201-0b4f-448e-adc6-28bf81966af6,594fc3ba-edb2-490c-bdb9-af255f636e2a,649e845e-3fbd-4c6b-87f3-ca4d574220d8,d1f2a17d-e4f7-4c1e-84a4-3210fc7a818d,7131.67,Cash,2024-04-30,Take-out
c72a57f6-be92-4a5d-bb65-c320a251649e,f832ef40-9f6b-480b-aaae-bb8a10404fe5,abe0a116-a5ae-460f-b533-f8f0f77e05da,1e0bcc12-63cd-461b-85ff-d03947a960f0,41202.78,Online,2024-01-01,Dine-in
44905ce6-5fc7-43c7-8485-22aa2c1fd682,deb369ac-969c-4c29-9fca-f29e38e308e1,39ccac95-b819-438a-a68e-bdab0fde1af1,313e8e81-2828-4405-bafc-34250209ba18,40702.03,Cash,2024-08-21,Online
5c89e6e1-a028-43e9-8e92-2a5a696ea71b,f13d847a-53c3-42ab-a1de-e08214c93875,a0ed89bd-52cc-4b02-926f-54b2f43bcdef,060fd081-45d6-4f31-ab99-f82f7bc34b13,45493.68,Online,2024-04-14,Online
5794c099-13a9-4706-94a3-c337024dd2e4,3bab52cf-9427-43ce-926a-191a199284e3,378d22bb-0a16-4f22-8cd3-082ea35cd663,491fbf4e-fddc-475d-a05f-f17ded9cb70b,19329.72,Online,2024-03-02,Dine-in
622bf987-bd3a-4584-8607-12c30c3d4507,aead5630-e517-4c42-b720-b07fd2aa9e91,5ba49369-5f20-4561-9ceb-c9e2b93eb1c0,b9c8cbb6-f6aa-420f-90e0-21f6f277a1c8,18414.91,Cash,2024-07-17,Online
e34255c7-0962-46db-a647-a5aa31d56b21,85c402f6-4242-4852-8804-2282bc1cc2d6,babf3c19-c39d-4037-9d9b-79b596d539b4,190f2e6b-ae62-4564-88ef-b4f63b4201de,25595.97,Cash,2024-04-06,Online
49e82636-5d5d-4918-b993-3a9204d8b05d,cff46bda-1b91-41dc-824d-ccb24dc7ef04,39ccac95-b819-438a-a68e-bdab0fde1af1,07bba485-481e-4b1e-af12-daf3b91f0518,11334.3,Online,2024-06-14,Take-out
0576bc3a-149d-4cf9-937b-ab9665f16b75,dfc20045-642d-47d2-8f1d-4c9610b09cd2,babf3c19-c39d-4037-9d9b-79b596d539b4,d0d9f786-f3eb-4f10-a3e1-7a6a2543c8ac,37317.62,Online,2024-04-01,Online
72bc0015-86d4-42c2-86b0-e7ad4c5250d5,c562ee0a-00f8-4b3e-974d-52ae44b0303f,5ba49369-5f20-4561-9ceb-c9e2b93eb1c0,07bba485-481e-4b1e-af12-daf3b91f0518,48718.25,Debit Card,2024-02-14,Dine-in
c76f00db-b53d-4f6f-866e-8313adbc96b8,268e2e72-1915-4278-a65b-752ab476773e,347a3a9d-c367-4763-8de0-880a913c387d,5118fdd7-9c74-4bd9-8e31-336362edff12,13043.63,Online,2024-01-18,Online
98adcb2a-2d1e-4863-b7d7-8e66a98e3585,661e3f75-e23b-4574-9660-b07dca9a32ec,5f9ed62b-0fbe-497b-a014-223ec20e4655,4048b46d-9d20-4dac-8568-db4c0d1533c5,29931.8,Online,2024-01-06,Take-out
333bef04-0189-4b4e-80b5-a20eee37d4b2,5e972ce0-cd2d-4e36-8d55-68062568a62b,39ccac95-b819-438a-a68e-bdab0fde1af1,b3966786-ba47-47e2-a68a-f8480c7db503,29175.29,Online,2024-02-19,Dine-in
9f3a297a-1a84-4937-bd9a-5611c3793def,213b4919-06cd-4711-86fd-c42fe3ef1db8,649e845e-3fbd-4c6b-87f3-ca4d574220d8,313e8e81-2828-4405-bafc-34250209ba18,47074.62,Cash,2024-05-23,Dine-in
ab636a81-a638-4432-91c2-c44b02c4d61c,96d6c942-b538-4dcb-8354-a0645f1c7bb4,649e845e-3fbd-4c6b-87f3-ca4d574220d8,8cca0078-a623-4995-bc19-3d4aef44d7a1,8649.24,Cash,2024-01-14,Dine-in
a0a279e4-7938-491a-8ca7-1e5ba36f7420,c5526ebf-d46b-4d36-82e1-d878f9811ece,a0ed89bd-52cc-4b02-926f-54b2f43bcdef,491fbf4e-fddc-475d-a05f-f17ded9cb70b,14365.27,Debit Card,2024-05-08,Online
10d84321-49af-4ede-b22a-7bb07cdf9ef1,beb43825-b3b7-4dc1-b427-9d1a608c180d,abe0a116-a5ae-460f-b533-f8f0f77e05da,abe16f26-8399-40d4-aee4-0b1cb9dc679d,9968.34,Debit Card,2024-08-18,Dine-in
c35fe4b6-35b2-43fc-98d9-0e0ecff3b5b8,0de55b36-4f27-4c60-a9ed-1795c07f2d86,3049a45b-fe40-43c4-adf6-c1a36102bbc5,5379fde9-c991-4826-bd6b-139f7701e85e,7479.18,Debit Card,2024-05-27,Dine-in
a9916531-19e4-4e47-8c10-33390c15acc2,42368cfd-5e39-461a-bebb-ca832663729b,3049a45b-fe40-43c4-adf6-c1a36102bbc5,b3966786-ba47-47e2-a68a-f8480c7db503,23390.34,Cash,2024-01-23,Take-out
90be6b7a-d963-4a2d-8ad2-8d51f6701fa4,d9d121d1-650b-4d62-b567-02d9ab5884bd,649e845e-3fbd-4c6b-87f3-ca4d574220d8,0c5ada72-d140-4250-9b13-f4e037d5571c,45147.45,Debit Card,2024-01-09,Dine-in
ed907c4a-6297-491e-959a-372d47dbda27,f0ef3525-9303-4db5-b5da-39222555ff3b,5ba49369-5f20-4561-9ceb-c9e2b93eb1c0,4d4e594e-dfe5-466f-9e3a-2ceb0cfe54a9,12804.21,Cash,2024-05-27,Dine-in
958078f3-5999-4940-a741-243f2c850022,7ad34243-3e6c-45c4-9b8a-8581e059fd8f,649e845e-3fbd-4c6b-87f3-ca4d574220d8,313e8e81-2828-4405-bafc-34250209ba18,45628.99,Online,2024-04-24,Online
080dd9a6-1918-414c-88e2-dc1adae739b8,f5a76a7e-af0f-419f-891e-bc035d194156,babf3c19-c39d-4037-9d9b-79b596d539b4,92f4b61d-ea43-4f34-9512-5081b0155745,9938.07,Debit Card,2024-08-21,Dine-in
82324c70-d45b-454c-b99f-4ebd73817218,9aa29b52-0b47-486e-937e-69e25f40d78e,a0ed89bd-52cc-4b02-926f-54b2f43bcdef,4c97dbae-3d1e-4fa9-923f-580bac28ff35,44503.67,Debit Card,2024-09-18,Online
801a3326-6426-4a75-98b9-a65aa84e71cd,f1e4d634-d142-4610-9fe6-dc21d4efd68b,a0ed89bd-52cc-4b02-926f-54b2f43bcdef,6c2554d4-c727-4c89-9031-81b2c831e6c7,37578.75,Cash,2024-01-13,Take-out
2af01a40-a1e2-4aac-bf8c-5728ba8c7530,601e7c88-74ba-4789-82d8-c2676de6378f,3049a45b-fe40-43c4-adf6-c1a36102bbc5,abe16f26-8399-40d4-aee4-0b1cb9dc679d,29216.69,Debit Card,2024-05-10,Dine-in
5acb5f4e-0eb2-479b-ab5b-1bdc99f4be51,073c5979-7fc6-432c-90c7-2d44bdcf9150,a0ed89bd-52cc-4b02-926f-54b2f43bcdef,74739b16-e5b8-42c1-aaf3-b13df1700149,14142.15,Debit Card,2024-04-15,Online
bcc46a36-f382-4946-a9b6-d47aeb717c89,9f1672d0-c5c7-42a2-9cac-dc52999c3e7a,5ba49369-5f20-4561-9ceb-c9e2b93eb1c0,ec37bf77-d24d-46f0-9c9f-03b2fa387c88,49941.57,Online,2024-05-18,Online
2198b302-2eb0-462b-8c89-8350125373ca,6831c669-abca-4f7f-b3a4-963d936fb9ee,a0ed89bd-52cc-4b02-926f-54b2f43bcdef,40a484f0-69e5-4d0f-82d9-3729cdbbe7e8,20197.81,Cash,2024-09-13,Take-out
9e077534-1a6a-47c7-b74e-4a8497f6c42c,b54a0294-c934-4e64-ae3e-842c5c54f686,3049a45b-fe40-43c4-adf6-c1a36102bbc5,32ae38a2-1cd7-463f-ae06-27b08b775a6e,45850.78,Online,2024-01-10,Online
8d77873a-28e6-46c5-ba6e-da552a1e0ee5,269238df-0045-4fae-8646-b7cd1db06b74,3049a45b-fe40-43c4-adf6-c1a36102bbc5,8993cd23-1195-4bbc-ad10-dd90da62aed5,9868.23,Cash,2024-02-13,Online
24c8da66-dcc7-4f87-a250-f75528e45be7,5c3e8232-0e43-4632-8ad0-ab319666e396,babf3c19-c39d-4037-9d9b-79b596d539b4,2c986b19-b333-43c0-afea-4e81225395d9,8543.6,Online,2024-03-01,Dine-in
b5f24a21-a803-4724-ab94-511ca3356e64,87cf0312-e845-44f2-8353-15e068e7bac6,649e845e-3fbd-4c6b-87f3-ca4d574220d8,e6deb1bf-5171-47ea-9e8d-6952abf657cd,41606.38,Cash,2024-03-09,Take-out
4ba47b60-3bf9-4ea4-b311-bfcf0850530f,abf97df5-d085-4b71-b0b5-25df55682acd,649e845e-3fbd-4c6b-87f3-ca4d574220d8,4ac727b8-9062-4664-9c5f-2d266c57f04d,21112.45,Cash,2024-08-01,Take-out
f5c417eb-7f19-4a43-b86c-2f94ddd62e97,e48e6648-60f8-4e7a-b356-94c2740fd327,5f9ed62b-0fbe-497b-a014-223ec20e4655,9a32d0f8-3d33-4c0a-8ed9-e785c6fce67c,8539.27,Online,2024-02-11,Take-out
a640a6ab-27e1-4d45-ad29-41a89ef81d6c,97978222-9dbb-4174-9cb5-004121c186d1,347a3a9d-c367-4763-8de0-880a913c387d,b9c8cbb6-f6aa-420f-90e0-21f6f277a1c8,4645.6,Online,2024-03-01,Take-out
3f67b38c-cb47-4c83-815b-ecbe692c5505,6020ad7a-39a9-415f-bdba-b94c2e6237f0,39ccac95-b819-438a-a68e-bdab0fde1af1,b3966786-ba47-47e2-a68a-f8480c7db503,32164.9,Cash,2024-07-26,Dine-in
6d4cdf88-871c-4f7b-bfed-44c8f2918929,d05ade0d-aad1-435e-b642-882b18bd3a88,abe0a116-a5ae-460f-b533-f8f0f77e05da,4ac727b8-9062-4664-9c5f-2d266c57f04d,10482.84,Cash,2024-05-20,Dine-in
cb012158-4b37-4ca0-a952-e2f6190676a7,ad1ce73e-69f2-4695-bfad-4639408f8954,5f9ed62b-0fbe-497b-a014-223ec20e4655,016c08ed-a4d4-491a-9fca-f2a5096265d3,12999.45,Online,2024-04-08,Online
456d2255-b22c-4913-a7ca-73dab8cbfdcc,f2390327-27ea-46ef-be08-c50825f799dc,378d22bb-0a16-4f22-8cd3-082ea35cd663,4d4e594e-dfe5-466f-9e3a-2ceb0cfe54a9,42048.8,Cash,2024-02-14,Take-out
f7a48c0a-da2f-4ff7-99c8-d44b7db7287a,a6d3cedb-53ee-4442-b8cb-6dfcd4c56c2a,3049a45b-fe40-43c4-adf6-c1a36102bbc5,41af2d58-9866-47e0-b17b-72dcd08026ea,5211.21,Online,2024-07-07,Dine-in
